marker,complexity,velocity,llm_score,llm_category
freight_transportation,4.985529204152932,0.0084579824633895,4.0,intermediate
momentum,3.9239506588451514,0.0205335865387372,3.0,simple
electricity_generation,6.339994122780758,0.0121759530198286,4.0,intermediate
customer_demand,3.459047375558461,0.0284341685626152,3.0,simple
coal,13.020573277188534,0.0057468744255233,4.0,intermediate
consumption,6.708151820097556,0.0138877879550908,3.0,simple
outage,3.71334506287484,0.0199357092140569,3.0,simple
nomination,2.2923461610264546,0.0163712135138827,3.0,simple
national_security,2.298825655520396,0.0175720277738893,4.0,intermediate
plastics,5.9828344919668925,0.0063574007768188,4.0,intermediate
esg_governance,5.116378095294213,0.0177617631731179,4.0,intermediate
effectiveness,4.336084361520576,0.0160229436477431,3.0,simple
feature_paid_or_unpaid,4.637672557023242,0.0226957268215019,3.0,simple
fraud,2.9705556664817,0.0124862758061224,3.0,simple
glass,3.732017917918777,0.0098729869074141,3.0,simple
productivity,6.772440961634464,0.0127721438076268,3.0,simple
magnet,6.174845067838074,0.0062292239737844,3.0,simple
circular_economy,7.004039445523939,0.0111429491795841,4.0,intermediate
feature_ethnic_group,2.5380436705608758,0.0150169243976111,3.0,simple
esg,13.184095985227984,0.0061904336254977,4.0,intermediate
outlook,6.697487255160167,0.0197746449418229,3.0,simple
cloud_infrastructure,5.053695290687046,0.0068650483783104,4.0,intermediate
feature_variability,4.496790291091368,0.0194567327395599,3.0,simple
feature_vulnerability,4.685905076457007,0.0198480092961912,3.0,simple
iron_ore,9.466344140274916,0.0081906663675874,4.0,intermediate
disclosure_event,3.4313581521912355,0.0281508303664338,3.0,simple
electronic_components,6.146563359823004,0.0083357085394421,4.0,intermediate
paint,3.0973124664909366,0.0083407681500882,3.0,simple
facility_closure,4.499649128001553,0.0149477763854478,3.0,simple
audit,5.310217475106451,0.0141660665406261,3.0,simple
discrimination,2.60902613882286,0.0124668806319791,3.0,simple
coatings,9.052921886980982,0.0035855774111996,3.0,simple
feature_reliability,4.915418183898272,0.0148465841725259,3.0,simple
inventory,8.303133065373698,0.0108039552662957,3.0,simple
feature_reporting_status,4.719540856293268,0.0204467298893125,3.0,simple
capex,11.455214907107583,0.0094462930762601,3.0,simple
feature_accountability,4.381654570034061,0.0165710681344034,3.0,simple
business_reputation,3.0067800745469344,0.015275807809003,3.0,simple
environmental_impact,7.700624449724748,0.0080667059067581,4.0,intermediate
copper,13.346110620262422,0.0071829605805734,4.0,intermediate
aluminum,12.772329818751803,0.0047450715175964,4.0,intermediate
metals_mining,17.14677842530058,0.0062764470064813,4.0,complex
corruption,2.946278605468885,0.0116607160023678,4.0,complex
precious_metals_minerals,12.66743186091425,0.0076821754976548,4.0,complex
recycling,12.00046403223659,0.0052147720392423,3.0,simple
dispute,2.8089290914754166,0.0130723473726285,3.0,simple
feature_climate,5.003106912839245,0.0105416987811397,3.0,simple
hourly_wage,3.973883867092341,0.0095272468465976,3.0,simple
hurricane,4.591588439941774,0.008326432586591,4.0,complex
proportion_of_population,4.598710399579426,0.008008520384328,3.0,simple
nickel,17.724771650040807,0.0035965399009328,4.0,complex
energy_usage,10.834147624958655,0.0042416402583099,4.0,complex
feature_employment_status,4.897605460434948,0.0117526322624386,3.0,simple
substrates,5.413883166884966,0.0039169819085188,3.0,simple
silver,10.379516656504803,0.0064569064528587,4.0,complex
merger,8.966856092604237,0.0093012509044054,4.0,complex
compensation_expense,5.144859755948054,0.0111876424069579,3.0,simple
intellectual_property,4.4077748640447085,0.0103561797241162,3.0,simple
feature_wealth_level,6.101800797752245,0.0111741501119017,3.0,simple
ipo,5.89568194813798,0.004508113085671,3.0,simple
co2_emissions,9.91844874085467,0.0040679269594607,4.0,complex
wind_power,8.33412966563454,0.003448967923755,4.0,complex
diamond,9.294049980531538,0.0043740334035494,4.0,complex
feature_equal_rights,4.329204048899372,0.0125048277118248,3.0,simple
income_tax,8.888210298370986,0.0057890378475741,3.0,simple
misinformation,2.0994453245713145,0.0086148303934184,3.0,simple
feature_scale,7.83399721154374,0.0102963076648041,3.0,simple
sand,7.499846321251612,0.0044878746430866,3.0,simple
sentiment,3.06575288552698,0.0090103232922549,3.0,simple
energy_efficiency,8.014332080361793,0.0056195408909299,4.0,complex
salary,3.27083611010194,0.011775400510346,3.0,simple
utilization_rate,7.690489668159994,0.0063363190657934,3.0,simple
share_repurchases,8.840184005700555,0.0076973543295931,3.0,simple
new_contract,1.7964268540733497,0.0259971227680792,3.0,simple
furniture,2.7175292319456394,0.0050157606871625,3.0,simple
new_industry,6.100930619778427,0.0081569356299468,4.0,complex
revolution,5.019126159953781,0.0084487065105383,4.0,complex
risk_mitigation,7.289779339770964,0.0072268105395062,4.0,complex
feature_type_of_stocks,3.914856276933455,0.0107862466290344,3.0,simple
energy_storage,9.4597581289308,0.0038621694598528,4.0,complex
lithium,18.49665523722834,0.0034987207617749,4.0,complex
expenditures,8.178748562898548,0.0084605122687125,3.0,simple
digital_transformation,4.60474233292377,0.0063042748650348,4.0,complex
newspaper,1.7134031812721802,0.0118251533483659,3.0,simple
capital_raise,4.267503340541431,0.0093467874002202,3.0,simple
holdings,7.455603170974468,0.0054348651023474,3.0,simple
fertilizer,6.746320216323778,0.0041041875024243,3.0,simple
coal_mining,31.035022846743903,0.0013171853048668,4.0,complex
human_rights,2.739714769412376,0.0111142780525895,4.0,complex
restructuring,7.386713201826815,0.009656266918073,4.0,complex
silicon,8.33776821458862,0.0030872057625592,4.0,complex
natural_resources,6.212895988830021,0.008380401766816,4.0,complex
operating_income,13.11447499550544,0.0034936611511288,3.0,simple
joint_venture,11.95030078549944,0.0074848506824571,4.0,complex
commissioning,5.187478863653003,0.0132098001285141,3.0,simple
inflows,9.792494014544516,0.0035105265199492,3.0,simple
feature_policy_focus,5.080089265122191,0.0097869735264305,3.0,simple
divestiture,9.205856553817334,0.0063160806232091,4.0,complex
gross_profit,5.408401328954874,0.0100585059644376,3.0,simple
ebitda,22.264193638151017,0.0029514395435556,3.0,simple
water_utilities,4.028502298382467,0.0052712710247904,4.0,complex
operating_system,5.18872874530886,0.0035889504849636,3.0,simple
decarbonisation,14.776797676348131,0.0044271593153334,4.0,complex
results_announcement,7.247655454041268,0.0087969763766778,3.0,simple
zinc,20.941513293591356,0.0023097122599425,4.0,complex
green_energy,13.742674392717856,0.0035231755465644,4.0,complex
clay,9.268139633464608,0.002386449688075,3.0,simple
wearables,6.628221610758937,0.0024454784789461,3.0,simple
lidar,7.353955929582823,0.0007268973961557,3.0,simple
cash_flow,15.401107977885422,0.0069400992695608,3.0,simple
addressable_market,6.174135270904577,0.0079916550155077,3.0,simple
balance_sheet,11.358368291171098,0.0085279737439938,3.0,simple
installed_capacity,10.539852653146516,0.0032111662233885,4.0,complex
shipment_volume,9.86651111034972,0.0047172436590429,3.0,simple
united_states_steel,9.119987133806884,0.0011637104486019,4.0,complex
average_price,12.552429886929009,0.0047619368864168,3.0,simple
titanium,24.847999912779148,0.001380430437943,4.0,complex
wind_turbine,13.379427435238972,0.0018231463694763,4.0,complex
ecosystem_protection,8.874442059808938,0.004244170063633,4.0,complex
ceramic_products,8.16946793814732,0.002283570938271,3.0,simple
gross_margin,6.06303088791436,0.005571474589792,3.0,simple
it_services,8.725556182514678,0.0023451295344652,3.0,simple
free_cash_flow,27.87644240153212,0.0021182903238319,3.0,simple
construction_materials,16.626677163654925,0.0023586218295214,4.0,complex
diversification,8.430782998009118,0.004722303269689,3.0,simple
phosphate,13.568576039023023,0.0015102937778594,4.0,complex
feature_accounting_standard,25.970608580545765,0.0030172144819548,3.0,simple
value_chain,13.652309835329664,0.0041547836088853,4.0,complex
mou,9.382559613959224,0.0040198606583228,3.0,simple
work_environment,9.021614313791352,0.003765193589136,3.0,simple
product_quality,7.856905803056685,0.0033764468378276,3.0,simple
electrification,11.744644609604675,0.0037331493883773,4.0,complex
silicon_dioxide,21.558526301867914,0.0009942134919577,3.0,simple
financial_report,11.90157449029,0.0070842981729745,3.0,simple
fundamentals,10.307678943638429,0.0037753128104281,3.0,simple
stainless_steel,7.44676489289934,0.0019605991253619,4.0,complex
sales_volume,22.66005450709967,0.0023147718705886,3.0,simple
transportation_infrastructure,10.16263391633106,0.002122506666037,4.0,complex
licensing_revenue,15.229388073094134,0.0038680723389399,3.0,simple
feature_credibility,5.220166753705431,0.0047416984438324,3.0,simple
nippon_steel_sumitomo_metal_corp,17.81232140334836,0.0010709509200901,4.0,complex
adjusted_ebitda,36.020002504427275,0.0014807793824239,3.0,simple
manufacturing_sourcing,8.757663915814529,0.0030096250659857,4.0,complex
cash,19.375173491594936,0.0040738298385478,3.0,simple
exchange_rate,12.628248537428185,0.0038663858020579,3.0,intermediate
cogs,16.39336334980449,0.0034430650446679,3.0,intermediate
action_plan,7.036718310229644,0.0034582438766062,3.0,intermediate
rare_earth_elements,32.66002938002907,0.001276708419698,4.0,complex
feature_compare_to_expectations,4.144843895552783,0.0044904044484096,3.0,intermediate
magnesium,17.70734286525246,0.0009613260227581,4.0,complex
lithium_ion_battery,14.996527994699797,0.0013711544850918,4.0,complex
conference_call,5.827710060053319,0.0044473977579178,3.0,intermediate
operating_expenses,14.901208565562948,0.0032820007724338,3.0,intermediate
annual_report,6.2686047386245685,0.0101689741302107,3.0,intermediate
real_estate_development,4.492281986883419,0.0022414075162202,4.0,complex
fatalities,7.599179450821448,0.0032448969610291,4.0,complex
water_usage,16.80452701784858,0.0011038383892898,3.0,intermediate
return_on_invested_capital,14.240639426222252,0.00228272766983,3.0,intermediate
warehousing_storage,14.147082550380114,0.0013036930098105,3.0,intermediate
air_conditioner,3.6496530270130574,0.0029438501275865,3.0,intermediate
tin,15.542654875141102,0.0014976447512442,4.0,complex
working_capital,14.44805770952603,0.0039962491419743,3.0,intermediate
co2_emissions_reduction,11.28722939430376,0.0013888631223531,4.0,complex
water_mgmt,16.773451045819403,0.0015161966569465,3.0,intermediate
production_downtime,9.57165528073019,0.0015212562675926,3.0,intermediate
economic_uncertainty,9.99347115533164,0.0026638850051692,4.0,complex
green_technologies,24.865107508185417,0.0010895028257925,4.0,complex
limestone,11.808491654921168,0.0009394010432917,4.0,complex
ebitda_margin,25.275052728523992,0.0009402443117327,3.0,intermediate
geological_deposits,21.880953391568752,0.0032086364180655,4.0,complex
manganese,34.980065071499375,0.0007268973961557,4.0,complex
total_reserves,16.90502982779867,0.0024463217473871,4.0,complex
auto_battery,13.341772279757032,0.0007800233079397,4.0,complex
diluted_eps,34.97855926425265,0.0012657459299648,3.0,intermediate
power_consumption,6.480829847688519,0.00148583899307,3.0,intermediate
alumina,54.01486346893992,0.0006105263512955,4.0,complex
boron,28.065467872191117,0.0004427159315333,4.0,complex
cobalt,33.66883148438964,0.001277551688139,4.0,complex
green_bonds,21.01955384581577,0.0014259669337578,4.0,complex
cash_flow_from_operations,39.77772209386241,0.0018104973428611,3.0,intermediate
after_tax_profit,26.32106081905299,0.0011333527847253,3.0,intermediate
gravel,12.95711187979068,0.0010473394037417,3.0,intermediate
environmental_policy,15.355983690954076,0.0015819715953458,4.0,complex
rio_tinto,73.27314180361915,0.0005599302448345,4.0,complex
occupational_health,17.217739165281948,0.0013956092698813,4.0,complex
chromium,33.995749448657946,0.0004199476836259,4.0,complex
adjusted_net_income,39.45832948929199,0.0011122710736999,3.0,intermediate
building_products,16.109226284443718,0.0010001163710448,3.0,intermediate
oversupply,20.118256674808556,0.0013095958888976,4.0,complex
long_opinion,5.630411349832551,0.0020331202112893,3.0,intermediate
value_proposition,14.181559029790936,0.001433556349727,3.0,intermediate
2025_outlook,8.394868254065475,0.0021520210614725,3.0,intermediate
domestic_demand,17.30081130320691,0.0012345449976472,3.0,intermediate
learning_management_system,36.631366301760586,0.0002200930631051,3.0,intermediate
tungsten,38.8928087071736,0.0005278860440759,4.0,complex
newmont_mining,78.83192090835139,0.0003457400608165,4.0,complex
seasonality,25.68953529756503,0.0008727828364514,3.0,intermediate
commercial_services_supplies,33.7653382051413,0.0007850829185858,3.0,intermediate
net_cash,55.46598849846634,0.0010532422828288,3.0,intermediate
bhp,53.08830152448503,0.0005945042509162,4.0,complex
company_culture,16.81861530539643,0.0011822623543042,4.0,complex
corporate_tax_rate,15.609917907174964,0.000905670305651,3.0,intermediate
shares_outstanding,4.583695523144237,0.0057106138825596,3.0,intermediate
internal_rate_of_return,23.66903500519097,0.0007142483695404,3.0,intermediate
transportation_costs,14.310889163515055,0.0011831056227453,3.0,intermediate
smelter,61.79454139270423,0.0007530387178272,4.0,complex
receivables,33.96790779742323,0.0009849375391065,3.0,intermediate
net_debt,38.34981958562857,0.0008997674265639,3.0,intermediate
interest_expense,15.666759479272482,0.0017320733778466,3.0,intermediate
vale,18.5995824677227,0.0007732771604115,4.0,complex
feature_commitment,18.38681465185695,0.0009790346600194,3.0,intermediate
investment_grade_bond,15.350209075566395,0.0008972376212409,3.0,intermediate
economic_recovery,6.7804231604447045,0.0016924397611189,4.0,complex
aircraft_engine,23.2080365886898,0.0005422216075732,4.0,complex
price_cut,15.54057587575342,0.0008913347421538,3.0,intermediate
mineral_resources_limited,24.69930835173142,0.0016266648227196,4.0,complex
investment_thesis,11.472414932760891,0.0008913347421538,3.0,intermediate
nic_inc,13.990539124728285,0.0008424251725748,4.0,complex
cleveland_cliffs,9.881988551084504,0.0002765920486532,4.0,complex
construction_machinery_heavy_trucks,19.88213512257841,0.0007825531132627,4.0,complex
bauxite,77.19126472275227,0.0002875545383864,4.0,complex
product_demonstration,9.646271148072836,0.0010397499877726,3.0,intermediate
competitive_pressure,16.9547408243532,0.0007943588714369,3.0,intermediate
usg,11.292965721464151,0.0004410293946513,4.0,complex
freeport_mcmoran,76.99778203292831,0.0001323931452394,4.0,complex
non_current_assets,33.80910735145748,0.0007884559923498,3.0,intermediate
diversified_metals_mining,49.88862884693714,0.0008179703877854,4.0,complex
flame_retardants,40.22388015761448,0.0003263448866731,4.0,complex
glencore,46.37350682327721,0.0003642919665188,4.0,complex
household_durables,24.90188090173128,0.0004528351528255,3.0,intermediate
vanadium,78.9309539182407,0.0003609188927548,4.0,complex
new_gold,24.49959760824496,0.000322971812909,4.0,complex
blast_furnace,42.26598322074504,0.0003491131345805,4.0,complex
production_volume,41.01164812467255,0.0007302704699197,3.0,intermediate
capital_return,30.74171081300469,0.0008230299984315,3.0,intermediate
factory_upgrade,18.986044121410973,0.0009343414326456,3.0,intermediate
potash,57.4194444844977,0.0002732189748891,4.0,complex
gallium,18.00243816122283,0.000425007294272,4.0,complex
copper_concentrate,60.364354438890444,0.0003567025505497,4.0,complex
fortescue_metals_group,116.54477067791365,0.0001694969566441,4.0,complex
antimony,47.96971997467514,0.0003668217718419,4.0,complex
economic_indices,12.29966322357548,0.0008103809718162,3.0,intermediate
yahoo,9.4662768183358,0.0005363187284861,3.0,intermediate
de_beers,26.915740795089,0.0001315498767984,4.0,complex
carbon_capture_storage,37.99490837779724,0.0004840360851431,4.0,complex
impairment_charge,56.443405209872616,0.0004857226220251,3.0,intermediate
grade,43.31968544683482,0.000902297231887,3.0,intermediate
number_of_projects,40.89737669865692,0.0007336435436838,3.0,intermediate
sustainability_report,40.67027917808336,0.0004646409109997,3.0,intermediate
barrick_gold,32.62376506222104,0.0003120093231758,4.0,complex
printed_circuit_board,6.193071983182014,0.0004840360851431,3.0,intermediate
dyson,30.369826158296583,0.0003685083087239,3.0,intermediate
alcoa,53.66800388177533,0.0002571968745098,4.0,complex
feature_membership,17.00197599621972,0.0008255598037545,3.0,intermediate
niobium,39.75257134277477,0.0002108171102539,4.0,complex
incremental_revenue,19.696735681932285,0.0007176214433045,3.0,intermediate
rye,21.67595619008229,0.0004081419254516,3.0,intermediate
supply_agreement,16.802163044628013,0.0005228264334298,3.0,intermediate
nextenergy_solar_fund,2.7541819324539487,1.1805758174222632e-05,4.0,complex
zirconium,79.21862739752297,0.000161907540675,4.0,complex
ssr_mining,83.65907611489807,6.324513307619268e-05,4.0,complex
carbon_tax,19.70969561641194,0.0003027333703247,4.0,complex
shareholder_approval,19.887821680855,0.0013779006326199,3.0,intermediate
cost_of_raw_materials,37.19937656525106,0.0004975283801993,3.0,intermediate
titanium_dioxide,95.75852892172672,0.0002394882372485,4.0,complex
safety_ratings,45.05479159939152,0.0002816516592993,3.0,intermediate
anglogold_ashanti,67.29840144875307,0.0001880488623465,4.0,complex
ramaco_resources,9.406539851521408,3.37307376406361e-05,4.0,complex
non_ferrous_metal,52.2133122516173,0.0002479209216586,4.0,complex
reece,7.357946956723785,0.000477289937615,4.0,complex
bluescope,586.1230360716006,1.0962489733206727e-05,4.0,complex
risk_sentiment,7.419992794849898,0.000535475460045,4.0,complex
gold_reserve,22.99751018338197,0.0002723757064481,4.0,complex
textiles_apparel_luxury_goods,34.01040359086284,0.0003120093231758,3.0,intermediate
teck_resources,31.198446850906752,0.0002243094053102,4.0,complex
export_ban,18.135495253573364,0.0004241640258309,3.0,intermediate
ypf,43.048041784522844,0.0003845304091032,4.0,complex
iluka_resources,430.1366801849789,4.132015360977922e-05,4.0,complex
century_aluminum,3.5437790010800403,4.5536495814858726e-05,4.0,complex
road_rail,28.990650675077696,0.0003609188927548,3.0,intermediate
internal_investigation,5.498174009823799,0.000533788923163,3.0,intermediate
climate_change_policy,22.22172269509223,0.0004722303269689,4.0,complex
arch_coal,114.40554944929242,4.469322737384283e-05,4.0,complex
gold_rush,66.19729548340919,0.0003145391284989,4.0,complex
tng,141.22166870780572,7.505089125041531e-05,4.0,complex
ready_mixed_concrete,42.957941751601965,0.0001307066083574,3.0,intermediate
anglo_american,86.00904609113883,0.0002470776532176,4.0,complex
occupational_injuries,8.835306363899074,0.0002630997535969,4.0,complex
newcrest_mining,131.28381812766457,0.0001045652866859,4.0,complex
feature_emission_scope,51.543291319157305,0.0002318988212793,3.0,intermediate
psi_software,52.343887344609776,6.7461475281272185e-06,3.0,intermediate
product_revenue,68.93282476927641,0.0002496074585407,3.0,intermediate
depreciation_and_amortization,31.871140909813505,0.0006341378676439,3.0,intermediate
m_a_activity,25.818052626400608,0.0003836871406622,3.0,intermediate
reference_price,9.23413037136444,0.0006189590357056,3.0,intermediate
return_on_capital_employed,65.33614004656206,0.0002192497946641,3.0,intermediate
gold_fields,225.54028104461975,8.938645474768566e-05,4.0,complex
thorium,106.0572784449594,0.00010793836045,4.0,complex
bbmg,355.69568389803584,8.432684410159024e-06,4.0,complex
lithium_extraction,63.16166106301404,0.0001534748562648,4.0,complex
asiamet_resources,319.4503596402509,6.7461475281272185e-06,4.0,complex
fiberglass,22.64788243188579,0.0002403315056895,3.0,intermediate
feature_thesis_strength,16.354842372991374,0.0004157313414208,3.0,intermediate
light_bulb,41.36660513601779,0.0002782785855352,3.0,intermediate
lsb_industries,8.101308526498295,2.6984590112508878e-05,3.0,intermediate
bsl,55.564547772643,0.0001821459832594,3.0,intermediate
patagonia_gold,322.9321511722395,1.0119221292190827e-05,4.0,complex
lithium_carbonate,113.08839253010316,0.0001787729094953,4.0,complex
electric_arc_furnace,78.69655256715794,0.0001501017825008,4.0,complex
10_q,11.430470264119284,0.0032735680880237,3.0,intermediate
all_in_sustaining_costs,97.08692028352206,0.0001315498767984,3.0,intermediate
mcewen_mining,133.27818578132778,3.4574006081652e-05,4.0,complex
eramet,164.51721260383178,2.614132167149297e-05,4.0,complex
industrial_chemicals,42.732260900608416,0.0001484152456187,4.0,complex
alkane_resources,523.1009393795114,3.37307376406361e-05,4.0,complex
cash_costs,105.47082636141484,0.0001796161779363,3.0,intermediate
metallurgical_coal,164.5953744262437,8.517011254260613e-05,4.0,complex
newmont_goldcorp,256.47898275481464,5.228264334298594e-05,4.0,complex
realized_price,162.5232084947647,0.0001290200714754,3.0,intermediate
noncontrolling_interests,76.47849593862801,0.0002883978068274,3.0,intermediate
per_capita_consumption,9.50987877630069,0.0001290200714754,3.0,intermediate
sulphides,23.64676191947533,0.0006358244045259,4.0,complex
germanium,33.33084056098471,0.0001888921307875,4.0,complex
jiangxi_wannianqing_cement,398.46141043564216,5.902879087111316e-06,4.0,complex
us_gold,9.392786777772557,3.79470798457156e-05,4.0,complex
paper_forest_products,89.18099536071188,0.0001231171923883,3.0,intermediate
peabody_energy,128.43845004864724,3.288746919962019e-05,4.0,complex
consol_energy,140.27037821089817,3.4574006081652e-05,4.0,complex
heavy_crude_oil,33.155382678040795,0.0001509450509418,4.0,complex
southern_copper,120.5802417366336,3.204420075860429e-05,4.0,complex
dowa_holdings,105.87659141296484,5.059610646095415e-06,4.0,complex
